FIRST_NAME;LAST_NAME
Milla Viggo;Balaisé
Nanna Jonah;Baltrusaitis
Lisa Jakob;Baltusyté
Vilje Johnny;Barakauskiené
Cindy Ivo;Bareisaité
Agnethe Karl;Barysaité
Anna Colin;Barzda
Hanne Mads;Barzdziené
Hailey Loke;Bizkauskas
Paula Kamil;Bienkunska
May Robin;Bienkunski
Eleah Einar;Bilogan
Viola Vincent;Borisaité
Sandra Balder;Brazdeikiené
Isabell Nikodem;Brazinskaité
Henriette Mattias;Braziuniené
Ugne Ismail;Bulbuké
Idunn Vilhelm;Burbaité
Eiril Aune;Burinskaité
Synne Danial;Cechanoveckas
Juni Noel;Cekanaviciené
Vilja Maxim;Cerenkova
Inaya Mathias;Chamentauskiené
Zahra Ivar;Ciuksaité
Othelie Nico;Dambrauskaité
Mari Halvor;Danilovaité
Medina Thorvald;Dauciuniené
Karla Ryan;Daugiliené
Janne Nicklas;Dauksas
Daniela Kristoffer;Daunoraviciené
Kamila Tommy;Derliunaité
Serina Åsmund;Deviatnikovas
Olivia Mikkel;Dobuzinskiené
Tonje Martin;Dreimanis
Martine Amadeus;Dubinskaité
Madelen Bilal;Duchnevic
Ester Knut;Dzervus
Live Frank;Gaisyté
Dina Christian;Galgataviciuté
Savannah Zander;Galkauskas
Juliane Jacob;Garbstas
Kaisa Eldar;Gauronskiené
Margrethe Kent;Gedaminskas
Selma Albin;Giedriené
Sumaya Troy;Glebuté
Kristin Joakim;Grainyté
Inga Pelle;Gricak
Åse Alexander;Gruzdyté
Vivian Even;Gulbickaja
Marianne Tinius;Ignatovic
Katrine Yousef;Ilcevic
Sol Kasper;Ivanova
Rachel Said;Ivaskeviciuté
Michelle Bernard;Izauskaité
Silja Eric;Jakimciené
Kjersti Brage;Jakubénaité
Anny Atle;Jankauskaité
Esther Patrik;Jankauskaité
Andrine Anton;Jankauskiené
Amna Matthew;Jaros
Marwa Sebastian;Jasaitis
Lene Magne;Jasinskaité
Amal Dennis;Jasiulyté
Oline Marcel;Jaskeleviciuté
Bella Jone;Jastrumskas
Tea Tallak;Jasvilé
Leja Armin;Jegor
Ailin Sakarias;Jemeljanova
Othilie Julian;Jociené
Kaja Shawn;Jonaitiené
Gabriella Benjamin;Juodelyté
Klara Alex;Juskaité
Tuva Øyvind;Kairyté-Vazgiené
Sofia Theodore;Kalvaniené
Mathea Sigve;Karciauskas
Hafsa Jonas;Karengaité
Julie Szymon;Kasperaviciuté
Elina Jonathan;Katkeviciené
Lycke Marvin;Kersiené
Rakel Gjermund;Kleiva
Adine Artur;Kluseviciené
Adele Taha;Koncevicé
Alisa Gabriel;Kraucioné
Isabelle Neo;Kraujelis
Siren Wilhelm;Krencius
Erica Eivind;Krikstaponis
Amelie Michal;Krilauskaité
Asta Kenan;Kubiliuté
Eirill Jarand;Kuncius
Adina Halvard;Kuodys
Ane Harun;Kuodyté
Yasmin Aron;Kvedaraviciuté
Miriam Andre;Lastauskiené
Kristine Sam;Laurinaviciuté
Anita Leander;Lauzikiené
Anea Gustav;Lavickyté
Zoe Joar;Lavickyté
Karina Alvar;Lenferna De La Motte
Rebecca Samir;Leonaviciené
Hilde Abdi;Liaudanskaité
Katarina Hugo;Lukoseviciené
Josefine Carlos;Lunskus
Bushra Leonardo;Mankevicius
Leona Thorbjørn;Margeliené
Alette Sofus;Markeviciuté
Emmi Charlie;Maskeliunaité
Alvilde Matas;Matinovaité
Stina Vinjar;Matinovaité
Kira Karsten;Matiukaité
Elise Jon;Mazeliené
Norah Nicolas;Medelé
Liana Nikolai;Michailova
Thelma Alan;Mikalajunaité
Benedikte Muhammad;Mikalajunas
Mary Sturla;Mikalauskaité
Cecilie Sander;Mikalauskas
Freya Laurits;Mikelevic
Annabell Hussein;Mikolajuniené
Nina Edin;Milasauskaité
Edel Johannes;Milasiuté
Ragnhild Tormod;Milciuté
Laura Joshua;Milko
Sigrid Nathaniel;Miskinis
Gabija Johan;Mockuté
Dominika Pål;Montvilaité
Josephine David;Morkunaité
Emilija Olai;Morkunaité
Hedda Niclas;Naujalyté
Zainab Elliot;Navakiené
Hanan Milo;Nedzinskaité
Ingebjørg Tom;Nikitionokiené
Mie Lyder;Norbutaité
Agnes Morgan;Noreikaité
Celine Arman;Noreikyté
Clara Silas;Normantas
Emilie Rune;Norvaisa
Malene Truls;Oberauskis
Sara Solan;Ostapkeviciute-Braduliené
Thale Jasper;Pacevic
Marina Zakaria;Pakalniskiené
Åsta Paul;Paketuras
Emelie Hjalmar;Pakstys
Eivor Patryk;Palivonas
Alexandra Jo;Pastolyt\e
Anne Maximillian;Pauksté
Hana Malik;Paulauskaité
Nora Geir;Paulauskaité
Laiba Jan;Perkauskaité
Sophie Bjørn;Petrauskas
Tilje Aslak;Petrulyté
Fride Kristian;Pilipauskaité
Elvine Arvid;Pletaré
Mariel Ken;Pliuskaité
Augusta Gustas;Povilenskiené
Elsa Justin;Pozdniakoviené
Tara Milan;Pranka
Nova Mohamad;Puskoriené
Ylva Oliver;Rackus
Thilde Jostein;Radeckiené
Nikola Louis;Ragauskaité
Celia Olivier;Rastenyté
Nikoline Kornelius;Raulinaviciuté
Lilli Kåre;Razanskas
Saga Steven;Repseviciené
Kayla Ludvig;Rimasauskaité
Cecilia Ilyas;Rudgalvyté
Vida Piotr;Rudyté
Christine Eirik;Rukaviciuté
Tone Vemund;Rumsevicius
Sophia Georg;Rutelionis
Salma Yasir;Rutkauskas
Filippa Mohammed;Ruzinskiené
Nicoline Allan;Sakalyte
Tilla Felix;Salaviejiené
Vår Helge;Sarkanaité
Aida Bo;Savniené
Linda Abdullahi;Savinis
Mathilde Malvin;Semaskiené
Vera Antoni;Senulyté
Charlotte Eren;Sereika
Emely Viljar;Serénaité
Moa Abel;Sidabriené
Angela Krystian;Simoliuniené
Martyna Leif;Simulionyté
Luka Scott;Simulyté
Samantha Daniel;Sipaviciuté
Annabelle Youssef;Sipaviciuté
Anja Jarle;Siurna
Selin Tarjei;Skebas
Lilja Emilio;Skruibys
Veronica Maximilian;Slavinska
Liliana Asbjørn;Sliachtenko
Ingelin Mons;Solovjovas
Teja Antonio;Soraka
Mariam Bjørnar;Spakovskaja
Henrikke Tomas;Stanaityté
Rania Elliott;Stankeviciuté
Ebba Syed;Staponkuté
Annabel Haakon;Statkevicius
Rebekka Kevin;Stirbis
Ema Steinar;Striubeikaité
Marita Elling;Strockyté
Halima Arne;Stumbraité
Helen Nicolay;Subravyj
Lillian Eskild;Sudikaité
Pia Richard;Svaraité
Katinka Nikolay;Talaskaité
Pauline Conrad;Totilaité
Samira Dawid;Tribandyté
Ina Khalid;Trumpaityté
Embla Yasin;Tumaité
Safa Mahdi;Urbonaité
Helle Henrik;Urbonaité
Najma Viktor;Vaidziulyté
Laila Tore;Vainius
Otilie Robert;Vakrina
Aylin Casper;Valantiejus
Tilia Mika;Vasilevskis
Andrea Bernhard;Vazkelevicius
Alina Kjell;Veciorka
Vanessa Falk;Vezeliené
Livia Aksel;Vismanté
Åshild Luis;Vitkus
Ellen Diego;Vitkuté
Silje Jokubas;Voitechovic
Elisabeth Marcus;Vrubliauskaité
Alise Tristan;Vrubliauskaité
Felicia Audun;Zadeikis
Nawal Amandus;Zala
Arya Adam;Zarankiené
Lina Sverre;Zdanauskaité
Ulrikke Olve;Zdanova
Randi Endre;Zeiner-Gundersen
Louisa Wojciech;Zeleniakaité
Rose Victor;Zelionkaité
Liva Lionel;Zimka
Malin Ailo;Zitkuviené
Gabrielle Nichlas;Zolotoverch
Oliwia Erling;Zubkiené
Isabel Erlend;Zukovskaja
Alicja Tony;Zvirzdinaité
Alexander Josefine;Hansen
Joachim Susanne;Johansen
Ali Lillian;Olsen
Hauk Salma;Larsen
Marco Solveig;Andersen
Domas Gabriele;Pedersen
Maksymilian Kari;Nilsen
Michael Madelen;Kristiansen
Tymon Selma;Jensen
Leander Aurora;Karlsen
Albin Isa;Johnsen
Jonas Simone;Pettersen
Mohammed Linnea;Eriksen
Mohammad Ingrid;Berg
Tallak Tilla;Haugen
Arham Isabell;Hagen
Elling Aimee;Johannessen
Sigmund Zara;Andreassen
Ferdinand Åse;Jacobsen
Johann Louise;Dahl
Robert Hanna;Jørgensen
Taha Emilie;Halvorsen
Mika Oda;Henriksen
Lucas Kamile;Lund
Christoffer Tea;Sørensen
Arvin Selma;Jakobsen
Eirik Christine;Moen
Aslak Marthine;Gundersen
Tormod Ragnhild;Iversen
Vidar Nicole;Svendsen
Tim Mathilde;Strand
Rune Ingrid;Solberg
Hubert Sol;Martinsen
Sjur Liepa;Knutsen
Torjus Caroline;Paulsen
Mathis Maya;Eide
Amadeus Helmine;Bakken
Dexter Tirill;Kristoffersen
Ahmad Elizabeth;Mathisen
Olai Emilija;Lie
Nicolai Thea;Amundsen
Even Bushra;Rasmussen
Eivind Ines;Lunde
Hugo Anastasia;Kristensen
Cornelius Sina;Bakke
Dag Simone;Moe
Aksel Vanja;Berge
Aram Dominika;Nygård
Emmett Iris;Solheim
Jakob Anny;Fredriksen
Rolf Aila;Nguyen
Bjørn Aurora;Holm
Asbjørn Mille;Lien
Alvar Gunhild;Andresen
Marcel Oline;Hauge
Iben Nellie;Christensen
Aslak Tilje;Knudsen
Hjalmar Bertine;Nielsen
Frederik Cecilie;Evensen
Odd Fredrikke;Ali
Tore Petra;Sæther
Ryan Karla;Aas
Erik Teja;Hanssen
Jon Tilia;Myhre
Millian Tonje;Haugland
Edin Lykke;Thomassen
Mikail Vanja;Sivertsen
Mohammed Tyra;Simonsen
Milian Kaisa;Berntsen
Carsten Ellen;Danielsen
Gustav Helen;Rønning
Jamie Siril;Arnesen
Nikolai Emina;Sandvik
Kai Alexandra;Næss
Syver Alisa;Antonsen
Karl Jasmin;Haug
Martinus Synnøve;Ahmed
Lavrans Bushra;Vik
Sebastian Elizabeth;Ellingsen
Julian Trine;Edvardsen
Ayub Selin;Thorsen
Dan Frøya;Gulbrandsen
Charlie Nikola;Birkeland
James Ragna;Isaksen
Bilal Alexandra;Ruud
Philip Hamdi;Strøm
Felix Karianne;Aasen
Igor Iman;Ødegård
Nikolay Katinka;Tangen
Patryk Gabriele;Myklebust
Jokubas Mathilda;Jenssen
Tobias Tindra;Eliassen
Sakarias Hedvig;Mikkelsen
Brage Tilia;Bøe
Torbjørn Leonora;Aune
Asbjørn Åsne;Helland
Sondre Kornelia;Tveit
Tymon Karina;Brekke
Nojus Marianne;Abrahamsen
Erlend Ellinor;Engen
Mattias Henriette;Madsen
Ingmar Lena;Christiansen
Andre Miriam;Sunde
Abel Liva;Mortensen
Adrian Susanna;Bjerke
Mads Margrete;Torgersen
Leonard Tale;Thoresen
Theodor Veronika;Hermansen
Aleksander Sonja;Mikalsen
Ken Sigrun;Magnussen
Markus Leah;Gjerde
Bendik Sigrun;Nilssen
Didrik Marit;Helgesen
Isak Katja;Hovland
Alfred Alva;Bråthen
Bilal Sofija;Wold
Arn Dorthe;Dahle
Anton Patrycja;Dale
Bastian Sigrid;Nygaard
Aiden Selma;Eilertsen
Preben Inger;Wilhelmsen
Emin Lydia;Foss
Mateo Alva;Steen
Albert Freyja;Jansen
Marco Linea;Bjørnstad
Sofus Alette;Gabrielsen
Kasper Najma;Håland
Nico Agnes;Sætre
Dominik Veslemøy;Hammer
Fillip Linnea;Gustavsen
Theodore Eline;Ingebrigtsen
Gustav Aminda;Tran
Syed Sanna;Hoel
Adam Angelina;Mohamed
Ibrahim Sumaya;Bråten
Emmanuel Jana;Holmen
Franciszek Siham;Solli
Nicolai Anisa;Carlsen
Henrik Ayla;Lorentzen
Laurits Lærke;Engebretsen
Mohamad Adela;Hoff
Noel Inger;Hassan
Leon Katrine;Samuelsen
Tor Hanne;Ludvigsen
Tian Julianne;Sandnes
Loke Leana;Fossum
Elijah Ada;Sveen
Varg Susanna;Rønningen
Theo Elli;Breivik
Noah Kjersti;Monsen
Arthur Tindra;Solbakken
Evan Moa;Solvang
Kamil Filippa;Fjeld
Hallvard Marlene;Johannesen
Mustafa Alea;Egeland
John Linnea;Nordby
Ferdinand Tara;Jonassen
Gustas Othelia;Aase
Carl Daniela;Sand
Younes Amira;Bye
Lasse Frøya;Stokke
Evan Freyja;Andersson
Abdullahi Linda;Bø
Noel Juni;Dalen
Hussein Anisa;Syversen
Tobias Leonora;Wiik
Oliver Cornelia;Johansson
Torgeir Mina;Khan
Dani Irmelin;Løken
Zander Weronika;Ødegaard
Ådne Karla;Sørlie
Mahamed Lia;Haga
Kristoffer Liliana;Wang
Øystein Sannah;Sandberg
Ludvig Maida;Møller
Hauk Freya;Tollefsen
Justin Melinda;Haaland
Kenneth Selina;Viken
Chrisander Marie;Kvam
Yasir Salma;Hamre
Tarik Rebekka;Teigen
Lyder Samantha;Sande
Herman Gabriela;Borge
Frank Hana;Berger
Finn Nova;Torp
Artur Sannah;Eikeland
Hubert Irmelin;Kolstad
Olai Rose;Ottesen
Paul Mariam;Enger
Elian Janne;Øien
Alfred Yasmin;Nikolaisen
Matthew Jasmin;Holen
Ilyas Cecilia;Stene
Halvor Celine;Fosse
Muhammed Wiktoria;Helle
Amund Medina;Langeland
Jøran Kari;Kvamme
Hans Weronika;Sletten
Amar Jennie;Borgen
Bernhard Ela;Skoglund
Omar Maud;Petersen
James Rebecca;Haugan
Niklas Elli;Kleven
Ali Margrethe;Lind
Jack Marielle;Arntsen
Alvin Emmeline;Løkken
Marco Iben;Markussen
Einar Karianne;Tønnessen
Heine Dorthea;Mæland
August Olava;Lian
Colin Tone;Hole
Leo Cassandra;Stensrud
Halvard Sanna;Arntzen
Hauk Hailey;Østby
Emilio Kajsa;Aamodt
Melvin Lise;Nordli
Bjørn Halima;Solem
Arvid Elvine;Røed
Erlend Alice;Tvedt
Niclas Eva;Myrvang
Ibrahim Katinka;Vold
Edin Nina;Berget
Audun Karianne;Børresen
Bartosz Elma;Ellefsen
Diego Mira;Husby
Hermann Elea;Davidsen
Lyder Mie;Hetland
Nikolai Alina;Eggen
Olve Amelia;Skaar
Jakob Andrea;Kleppe
Karl Christine;Syvertsen
Mathias Milja;Mohammed
Lionel Eva;Nesse
Vincent Greta;Ness
Mika Tilia;Simensen
Leonardo Bushra;Abdi
Leander Halima;Gran
Ayman Erle;Ibrahim
Amandus Nawal;Smith
Per Millie;Meyer
Kristian Fride;Finstad
Brede Kayla;Marthinsen
Sven Tilja;Sund
Heine Elsa;Stenberg
Elias Alvilde;Olaussen
Stein Aya;Norheim
Malvin Mathilde;Fjeldstad
Sølve Siril;Reitan
Amar Inaya;Le
Yasir Lærke;Hussain
Abdirahman Agnethe;Brevik
Torbjørn Tindra;Bjelland
Rasmus Lara;Ahmad
Øystein Eli;Meland
Bartosz Milja;Skaug
Dag Anniken;Larssen
Brynjar May;Holte
Jens Nanna;Espeland
Brynjar Bella;Gjertsen
Leon Alette;Krogstad
Emilis Kine;Riise
Muhammed Sara;Bolstad
Ferdinand Josefine;Klausen
James Sumaya;Lindberg
Amadeus Eivor;Solhaug
Jakob Kayla;Nilsson
Mattias Mathilde;Waage
Matas Melisa;Nordbø
Mohamad Matilde;Mo
Christopher Milla;Lauritzen
Ivo Vida;Farstad
Atle Norah;Aasheim
Øystein Aline;Grande
Walter Julie;Grimstad
Halvard Alexandra;Olafsen
Muhammad Benedikte;Krogh
Erlend Madeleine;Rustad
Dawid Dorthea;Holt
Max Henny;Vatne
Nikolas Pauline;Endresen
Mattias Ulrikke;Bergersen
Per Zoe;Opsahl
Ørjan Ailin;Bendiksen
Brian Aina;Øverland
Jokubas Lærke;Myrvold
Henry Molly;Larsson
Tore Marlene;Gulliksen
Kasper Sol;Thorvaldsen
Tristan Christina;Hussein
Lionel Liva;Thorstensen
Morgan Alicja;Stangeland
Trygve Lotta;Salvesen
Yosef Iqra;Nyborg
Phillip Annabel;Nordvik
Alex Klara;Normann
Emilian Christina;Rød
Imran Zahra;Sørli
Preben Annika;Nyhus
Joel Malena;Bredesen
Arian Marielle;Frantzen
Viktor Naomi;Thorbjørnsen
Jasper Thale;Nordahl
Halvor Anja;Singh
Karol Inaya;Ringstad
Tinius Marianne;Steffensen
Abdullah Martha;Bjørnsen
Rayan Carmen;Hjelle
Gaute Otilie;Lervik
Ådne Adele;Haraldsen
Marcel Annabell;Mork
Johann Melisa;Sørum
Vinjar Sarah;Melby
Kasper Sundus;Eriksson
Aron Diana;Holter
Bror Ruth;Skogen
Sigurd Synnøve;Karlsson
Pelle Melinda;Mathiesen
Evan Hedda;Nes
Imran Emmy;Hovde
Eilif Alida;Mørk
Albin Pia;Opheim
Olaf Astri;Christoffersen
Thorbjørn Alicia;Skår
Wilhelm Siren;Ramstad
Carl Isabelle;Håkonsen
Edvard Hilde;Økland
Tymon Emmelin;Lande
Lucas Hailey;Stenersen
Shawn Mathilde;Skeie
Albert Sofia;Erlandsen
Ravn Anette;Vangen
Martinus Michelle;Omar
Max Karolina;Fredheim
Arman Anja;Øyen
Matteo Una;Sundby
Arn Elif;Braathen
Eren Alba;Bugge
Ravn Karine;Guttormsen
Einar Felicia;Volden
Leon Enya;Holst
Hugo Dorthea;Bergan
Carlos Ina;Ask
Hamza Elina;Robertsen
Szymon Elin;Høyland
Ian Mariel;Kaspersen
Alvar Emmelin;Lundberg
Olander Fatima;Hope
Lyder Tiril;Bang
Iver Helin;Bjørge
Atle Ela;Nymoen
Vegar Adelina;Bjørklund
Hassan Live;Johnsrud
Troy Rebecca;Olsson
Are Emily;Martinussen
Mikael Emmy;Våge
Magnus Medina;Rørvik
Georg Lilly;Michelsen
Michal Veronika;Aronsen
Eldar Helen;Wiig
Maximilian Lotte;Pham
Eskild Angelika;Berglund
Tom Luka;Hovden
Nicklas Malene;Lid
Malik Vega;Dahlen
Sverre Elvira;Strømmen
Kristupas Ylva;Strømme
Zander Savannah;Holthe
Sigmund Katrine;Grønvold
Caspian Nelia;Tobiassen
Jokubas Zofia;Seim
Nikolai Mia;Ervik
Simon Malak;Kleiven
Salman Vilma;Clausen
Gustas Augusta;Skjæveland
Varg Alisa;Søvik
Teo Elisa;Osman
Johann Marlene;Sæbø
Robert Lily;Nicolaisen
Sune Monika;Tveiten
Sølve Tuva;Solstad
Tarjei Eli;Askeland
Yousef Alette;Skogstad
Hjalmar Ingvild;Skar
Sebastian Marwa;Meling
Stian Dania;Løland
Nichlas Anniken;Kaur
Gard Paula;Benjaminsen
Vegard Melissa;Sagen
Laurits Salma;Engh
Hans Savannah;Bekkevold
Gjermund Khadija;Gravdal
Samson Milana;Nyheim
Karsten Aria;Nordal
Elling Weronika;Austad
Trygve Ariana;Rogne
Luca Elida;Stensland
Philip Nila;Nyland
Walter Luka;Vinje
Kent Iselin;Iqbal
Arman Tale;Steinsland
August Tara;Lauritsen
Caspian Adela;Øvrebø
Jesper Dina;Borgersen
Selmer Cindy;Ramberg
Omar Bianca;Bertelsen
Bernhard Kornelia;Bentsen
Armin Nawal;Lyngstad
Morten Angelica;Didriksen
Igor Nova;Thorkildsen
Diego Christiane;Olstad
Maksymilian Martine;Svensson
Øyvind Cathrine;Nesheim
Kristupas Melissa;Enoksen
Knut Evelina;Nordgård
Øyvind Emely;Langseth
Jone Lykke;Jørstad
Emrik Wiktoria;Ingvaldsen
Samuel Isabelle;Persson
Sverre Katrina;Schei
Nathaniel Sigrid;Bekken
Emanuel Aimee;Frydenlund
Hamza Samantha;Winther
Krystian Inger;Brenden
Endre Amelija;Barstad
Konrad Ragnhild;Lia
Halvard Lise;Odden
Tarjei Carla;Norum
Remi Anna;Thomsen
Amir Tilje;Evjen
Julius Karla;Tandberg
Paul Gina;Midtbø
Gaute Michelle;Huse
Markus Asta;Eidem
Hjalmar Lara;Førde
Olaf Emma;Hoem
Ørjan Milana;Heimdal
Arne Maja;Haugerud
Emilio Lilja;Sæter
Christian Dina;Lange
Salman Tonje;Alstad
Michael Adina;Aasland
Jarand Agathe;Fossen
Dovydas Adelina;Stenseth
Sondre Juni;Nordheim
Nikolay Daniella;Ueland
Maximilian Renate;Handeland
Tormod Greta;Bergh
Ahmad Nelly;Fagerli
Magnus Anette;Hopland
Mahamed Mila;Huseby
Falk Emine;Heggelund
Patrik Cecilia;Korneliussen
Mateo Kine;Svensen
Dovydas Ingeborg;Horn
Mahdi Alicia;Gilje
Bo Aida;Aslaksen
Jayden Cindy;Nicolaysen
Espen Yusra;Almås
Håkon Lotte;Sollie
Eldar Tirill;Gjerstad
Kent Lillian;Westby
Amandus Lia;Kvalheim
Armin Ragnhild;Bergli
Jarand Rania;Brun
Kaspian Elvira;Blindheim
Patrick Aimee;Bruun
Olivier Celia;Berntzen
Elian Maud;Øye
Knut Luna;Hågensen
Jøran Agathe;Øverby
Theodore Sofia;Myren
Joachim Paulina;Furnes
Walter Inaya;Reiersen
Vilhelm Louisa;Lorentsen
Alex Noelle;Lystad
Ryan Eliza;Lohne
Noa Mira;Holten
Jon Tia;Brenna
Kai Adina;Granli
Jostein Ariane;Tønnesen
Leonard Solveig;Hustad
Eldar Anea;Skog
Elling Hennie;Nergård
Teodor Kathrine;Hove
Edvin Oline;Selnes
Arne Therese;Gregersen
Kjetil Hanne;Sørheim
Storm Thale;Liland
Timian Christiane;Totland
Lyder Alice;Blom
Markus Vilma;Bergheim
Darin Malena;Torsvik
Gaute Stina;Bjørndal
Vegar Olava;Nerland
Brage Kjersti;Åsheim
Emilis Eirin;Flaten
Helge Matilda;Grindheim
Sofus Amalie;Mathiassen
Torje Rikke;Aksnes
Luis Elizabeth;Sundal
Lauritz Thilde;Østrem
Teodor Linea;Trondsen
Ingmar Victoria;Vågen
Thorvald Selin;Kjær
Martin Tonje;Bergum
Vilmer Vivian;Sjursen
Didrik Ellie;Voll
Ola Oline;Helgeland
Runar Iman;Bratland
Andre Nora;Standal
Sofus Ayla;Mjelde
Noel Malin;Østensen
Danial Synne;Undheim
Carlos Muna;Hvidsten
Jimmy Fredrikke;Wahl
Jon Yara;Rygh
Ludvik Nicoline;Nordhagen
Kim Laiba;Eng
Kristoffer Adelina;Dybvik
Mio Lea;Akselsen
Tristan Susanna;Wik
Noah Vårin;Storvik
Emilis Alva;Falch
Ivo Vanessa;Nyberg
Elliot Angela;Toft
Joel Åsta;Einarsen
Yasin Nelia;Solum
Niklas Aya;Løvås
Kasper Emmi;Bjerknes
Jayden Therese;Morken
Georg Molly;Adolfsen
Johannes Edel;Hillestad
Balder Arya;Bårdsen
Ivar Isabel;Storhaug
Vilmer Karoline;Aarseth
Christian Miriam;Sandal
Charlie Ine;Nystad
Eilif Tomine;Ingebretsen
Håvard Siham;Lothe
Kim Savannah;Matre
Håkon Lillie;Eik
Noa Mari;Ryen
Nicklas Renate;Furuseth
Yasin Eir;Stølen
Josef Veslemøy;Grønli
Robert Tilja;Bergstrøm
Trond Malena;Akhtar
Ayub Tilde;Hofstad
Kristian Monika;Rusten
Antoni Ea;Engan
Sune Anna;Wangen
Amadeus Gabriele;Oftedal
Johan Tina;Sæthre
Joachim Siren;Erichsen
Ivo Thelma;Ovesen
Sofus Helle;Kaasa
Olaf Gabriella;Skretting
Dennis Freya;Haldorsen
Sigve Natalia;Røstad
Milian Karolina;Reinertsen
Jasper Chloe;Alvestad
Wilhelm Thale;Løvik
Mathias Oliwia;Straume
Emmett Aina;Haugstad
Liam Elle;Kvalvik
Mikolaj Elisa;Førland
Ravn Lærke;Haukås
Emilian Bianca;Ulriksen
Niclas Hedda;Kvåle
Morgan Amira;Herland
Noa Rakel;Aakre
Antonio Regine;Espedal
Matheo Nanna;Braaten
Marcus Lana;Eikrem
Preben Ava;Asbjørnsen
Arijus Lilja;Skogheim
Petter Clara;Olufsen
Matheo Amalia;Fjellheim
Nickolai Elvira;Josefsen
Nichlas Gabrielle;Husebø
Vegar Celin;Holstad
Jacob Anita;Moland
Yusuf Live;Hernes
Olander Ine;Salte
Hallvard Melisa;Nesset
Josef Katharina;Lindseth
Oliwier Klara;Schmidt
Matheo Tilia;Omdal
William Rania;Malik
Mio Dorthea;Forsberg
Arnas Åse;Nordstrand
Asbjørn Amy;Tronstad
Sean Freyja;Ismail
Vincent Ragnhild;Høvik
Tage Medina;Haagensen
Rasmus Freja;Tellefsen
Ask Patrycja;Valle
Ali Johanna;Lindgren
Alexander Ella;Bjerkan
Domas Ariana;Michaelsen
Bo Carina;Huynh
Ilyas Mia;Myhren
Joakim Pauline;Anderssen
Salman Amanda;Hals
Anton Vanessa;Rostad
Asbjørn Ingeborg;Brustad
Marvin Abigail;Strømsnes
Torjus Elle;Røe
Ivo Beatrice;Ravndal
Niclas Moa;Myller
Ørjan Elida;Johnson
Hjalmar Emelie;Byberg
Alex Alba;Storli
Tord Leni;Holand
Andre Linn;Valen
Abel Eline;Jonsson
Tomas Henrikke;Øygarden
Joakim Augusta;Holth
Isac Malena;Nylund
Emilio Eliza;Lindstad
Sven Idunn;Fjellstad
Troy Mariel;Rygg
Mohammed Lana;Lier
Pål Runa;Søberg
Daniel Alice;Butt
Jon Saga;Vollan
Musab Hedda;Fagerheim
Gabriel Renate;Bentzen
Casper Aylin;Vikan
Alan Thelma;Sanden
Magne Lene;Ekeberg
Helmer Linda;Egge
Gunnar Elif;Stubberud
Viggo Heidi;Skare
Ludvik Nina;Sæle
Mio Melinda;Grønning
Magne Cecilie;Corneliussen
Ragnar Mari;Kroken
Gustav Eileen;Jama
Arvid Pia;Bjørke
Scott Serine;Mørch
Tage Karine;Vedvik
Arthur Ragna;Øen
Steffen Tonje;Mohamud
Mio Liv;Løvdal
Halvard Ebba;Steine
Mika Tia;Sannes
Said Alvilde;Kopperud
Zander Laiba;Hansson
Abdi Augusta;Søyland
Richard Isa;Stokka
Antoni Dorthe;Holme
Ken Daniella;Mohammad
Solan Åsne;Høiland
Håkon Lone;Holtan
Imran Lucia;Løseth
Jayden Thelma;Brandal
Rafael Fredrikke;Sundt
Syed Synnøve;Amdal
Samson Sandra;Walle
Mikkel Gina;Beck
Timian Molly;Riis
Max Kaisa;Omland
Tallak Sienna;Juliussen
Kjell Alina;Yusuf
Dawid Melinda;Løberg
Odd Villemo;Fossheim
Ulrik Helena;Bekkelund
Max Jenny;Brandt
Elijah Malak;Aga
Simon Ulrikke;Nybø
Christer Charlotte;Fjell
Sune Ayesha;Moberg
Ivan Lydia;Li
Joakim Kristin;Fjørtoft
Eirik Emmy;Tveter
Johan Ulrikke;Farah
Ulrik Urte;Hodne
Antonio Celina;Buer
Millian Vilma;Gaustad
Eskil Gabriela;Stormo
Fillip Anisa;Albertsen
Emrik Sienna;Holtet
Jøran Martine;Fauske
Viljar Elle;Skaret
Tristan Maud;Torkildsen
Mario Lotta;Erstad
Christer Wilma;Dokken
Mikal Henny;Giske
Yasir Silje;Mahmood
Loke Silje;Stokkeland
Damian Tine;Albrigtsen
Sigve Malin;Severinsen
Arne Halima;Angell
Marcus Elisabeth;Schjølberg
Petter Adine;Roland
Arian Aimee;Hellerud
Zakaria Angelica;Risa
Luka Josefine;Persen
Martin Lara;Begum
Jan Frøya;Rosland
Isaac Norah;Wathne
Antoni Aisha;Lillebø
Philip Thilde;Lea
Kristian Angelika;Henden
Hassan Yasmin;Kvammen
Harun Luna;Helmersen
Emanuel Cecilia;Bratlie
Ragnar Kristiane;Borg
Emre Tine;Leirvik
Mats Amina;Erdal
Håvard Kajsa;Sharma
Remi Ayesha;Hov
Patrik Esther;Olaisen
Vinjar Stina;Salomonsen
Frederik Hanne;Melhus
Ilyas Fiona;Myrland
Torstein Lena;Richardsen
Markas Juni;Granheim
Casper Aria;Bull
Jakob Lisa;Halland
Kai Madelen;Heggen
Jimmy Fanny;Hegge
Jakub Eiril;Teigland
Eskild Johanna;Bergesen
Jamie Eiril;Brenne
Robin Nina;Birkelund
Aksel Mali;Øren
Jonas Gabrielle;Rise
Christer Klara;Bertheussen
